sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
4962;pms5003;76;-1.261;36.782;2026-07-01T01:35:30+00:00;P0;10
4963;DHT22;76;-1.261;36.782;2026-07-01T01:35:32+00:00;humidity;99.9
4963;DHT22;76;-1.261;36.782;2026-07-01T01:35:32+00:00;temperature;16.4
792;pms5003;3981;-1.269;36.819;2026-07-01T01:37:17.128323+00:00;P2;43.00
792;pms5003;3981;-1.269;36.819;2026-07-01T01:37:17.128323+00:00;P1;55.00
792;pms5003;3981;-1.269;36.819;2026-07-01T01:37:17.128323+00:00;P0;30.00
4976;pms5003;76;-1.261;36.782;2026-07-01T01:40:35+00:00;P2;14
4976;pms5003;76;-1.261;36.782;2026-07-01T01:40:35+00:00;P1;16
4976;pms5003;76;-1.261;36.782;2026-07-01T01:40:35+00:00;P0;9
4977;DHT22;76;-1.261;36.782;2026-07-01T01:40:37+00:00;humidity;99.9
4977;DHT22;76;-1.261;36.782;2026-07-01T01:40:37+00:00;temperature;16.7
4962;pms5003;76;-1.261;36.782;2026-07-01T01:41:06+00:00;P2;10
4962;pms5003;76;-1.261;36.782;2026-07-01T01:41:06+00:00;P1;10
4962;pms5003;76;-1.261;36.782;2026-07-01T01:41:06+00:00;P0;6
4963;DHT22;76;-1.261;36.782;2026-07-01T01:41:08+00:00;humidity;99.9
4963;DHT22;76;-1.261;36.782;2026-07-01T01:41:08+00:00;temperature;16.3
793;DHT22;3981;-1.269;36.819;2026-07-01T01:43:02.651368+00:00;humidity;99.90
793;DHT22;3981;-1.269;36.819;2026-07-01T01:43:02.651368+00:00;temperature;17.20
4976;pms5003;76;-1.261;36.782;2026-07-01T01:46:53+00:00;P2;11
4976;pms5003;76;-1.261;36.782;2026-07-01T01:46:53+00:00;P1;11
4976;pms5003;76;-1.261;36.782;2026-07-01T01:46:53+00:00;P0;5
4977;DHT22;76;-1.261;36.782;2026-07-01T01:46:55+00:00;humidity;99.9
4977;DHT22;76;-1.261;36.782;2026-07-01T01:46:55+00:00;temperature;16.7
4962;pms5003;76;-1.261;36.782;2026-07-01T01:47:25+00:00;P2;12
4962;pms5003;76;-1.261;36.782;2026-07-01T01:47:25+00:00;P1;15
4962;pms5003;76;-1.261;36.782;2026-07-01T01:47:25+00:00;P0;6
4963;DHT22;76;-1.261;36.782;2026-07-01T01:47:27+00:00;humidity;99.9
4963;DHT22;76;-1.261;36.782;2026-07-01T01:47:27+00:00;temperature;16.1
793;DHT22;3981;-1.269;36.819;2026-07-01T01:48:30.511352+00:00;humidity;99.90
793;DHT22;3981;-1.269;36.819;2026-07-01T01:48:30.511352+00:00;temperature;17.40
4976;pms5003;76;-1.261;36.782;2026-07-01T01:52:29+00:00;P2;9
4976;pms5003;76;-1.261;36.782;2026-07-01T01:52:29+00:00;P1;11
4976;pms5003;76;-1.261;36.782;2026-07-01T01:52:29+00:00;P0;5
4977;DHT22;76;-1.261;36.782;2026-07-01T01:52:31+00:00;humidity;99.9
4977;DHT22;76;-1.261;36.782;2026-07-01T01:52:31+00:00;temperature;16.6
4962;pms5003;76;-1.261;36.782;2026-07-01T01:53:01+00:00;P2;10
4962;pms5003;76;-1.261;36.782;2026-07-01T01:53:01+00:00;P1;14
4962;pms5003;76;-1.261;36.782;2026-07-01T01:53:01+00:00;P0;5
4963;DHT22;76;-1.261;36.782;2026-07-01T01:53:04+00:00;humidity;99.9
4963;DHT22;76;-1.261;36.782;2026-07-01T01:53:04+00:00;temperature;16.1
792;pms5003;3981;-1.269;36.819;2026-07-01T01:53:48.972549+00:00;P2;21.00
792;pms5003;3981;-1.269;36.819;2026-07-01T01:53:48.972549+00:00;P1;21.25
792;pms5003;3981;-1.269;36.819;2026-07-01T01:53:48.972549+00:00;P0;15.75
793;DHT22;3981;-1.269;36.819;2026-07-01T01:54:06.495835+00:00;humidity;99.90
793;DHT22;3981;-1.269;36.819;2026-07-01T01:54:06.495835+00:00;temperature;17.60
4976;pms5003;76;-1.261;36.782;2026-07-01T01:58:05+00:00;P2;9
4976;pms5003;76;-1.261;36.782;2026-07-01T01:58:05+00:00;P1;9
4976;pms5003;76;-1.261;36.782;2026-07-01T01:58:05+00:00;P0;6
4977;DHT22;76;-1.261;36.782;2026-07-01T01:58:07+00:00;humidity;99.9
4977;DHT22;76;-1.261;36.782;2026-07-01T01:58:07+00:00;temperature;16.6
4962;pms5003;76;-1.261;36.782;2026-07-01T01:58:38+00:00;P2;9
4962;pms5003;76;-1.261;36.782;2026-07-01T01:58:38+00:00;P1;9
4962;pms5003;76;-1.261;36.782;2026-07-01T01:58:38+00:00;P0;5
4963;DHT22;76;-1.261;36.782;2026-07-01T01:58:40+00:00;humidity;99.9
4963;DHT22;76;-1.261;36.782;2026-07-01T01:58:40+00:00;temperature;16
792;pms5003;3981;-1.269;36.819;2026-07-01T01:59:24.751478+00:00;P2;19.50
792;pms5003;3981;-1.269;36.819;2026-07-01T01:59:24.751478+00:00;P1;21.00
792;pms5003;3981;-1.269;36.819;2026-07-01T01:59:24.751478+00:00;P0;15.00
793;DHT22;3981;-1.269;36.819;2026-07-01T01:59:42.288648+00:00;humidity;99.90
793;DHT22;3981;-1.269;36.819;2026-07-01T01:59:42.288648+00:00;temperature;17.70
4976;pms5003;76;-1.261;36.782;2026-07-01T02:04:24+00:00;P2;7
4976;pms5003;76;-1.261;36.782;2026-07-01T02:04:24+00:00;P1;8
4976;pms5003;76;-1.261;36.782;2026-07-01T02:04:24+00:00;P0;4
4977;DHT22;76;-1.261;36.782;2026-07-01T02:04:26+00:00;humidity;99.9
4977;DHT22;76;-1.261;36.782;2026-07-01T02:04:26+00:00;temperature;16.5
4962;pms5003;76;-1.261;36.782;2026-07-01T02:04:56+00:00;P2;6
4962;pms5003;76;-1.261;36.782;2026-07-01T02:04:56+00:00;P1;9
4962;pms5003;76;-1.261;36.782;2026-07-01T02:04:56+00:00;P0;5
4963;DHT22;76;-1.261;36.782;2026-07-01T02:04:58+00:00;humidity;99.9
4963;DHT22;76;-1.261;36.782;2026-07-01T02:04:58+00:00;temperature;16
792;pms5003;3981;-1.269;36.819;2026-07-01T02:05:00.548537+00:00;P2;26.00
792;pms5003;3981;-1.269;36.819;2026-07-01T02:05:00.548537+00:00;P1;27.20
792;pms5003;3981;-1.269;36.819;2026-07-01T02:05:00.548537+00:00;P0;19.00
793;DHT22;3981;-1.269;36.819;2026-07-01T02:05:18.071499+00:00;humidity;99.90
793;DHT22;3981;-1.269;36.819;2026-07-01T02:05:18.071499+00:00;temperature;17.60
4976;pms5003;76;-1.261;36.782;2026-07-01T02:10:00+00:00;P2;8
4976;pms5003;76;-1.261;36.782;2026-07-01T02:10:00+00:00;P1;8
4976;pms5003;76;-1.261;36.782;2026-07-01T02:10:00+00:00;P0;6
4977;DHT22;76;-1.261;36.782;2026-07-01T02:10:03+00:00;humidity;99.9
4977;DHT22;76;-1.261;36.782;2026-07-01T02:10:03+00:00;temperature;16.5
